Statistic,Week,Age Group,Sex,UNIT,VALUE,first_Monday,first_Monday_date
Persons in receipt of the Pandemic Unemployment Payment,2021W07,25 - 34 years,Both sexes,Number,104980.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,25 - 34 years,Male,Number,58254.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,25 - 34 years,Female,Number,46726.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,35 - 44 years,Both sexes,Number,108351.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,35 - 44 years,Male,Number,60309.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,35 - 44 years,Female,Number,48042.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,45 - 54 years,Both sexes,Number,84898.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,45 - 54 years,Male,Number,48448.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,45 - 54 years,Female,Number,36450.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,55 - 59 years,Both sexes,Number,33730.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,55 - 59 years,Male,Number,19824.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,55 - 59 years,Female,Number,13906.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,60 years and over,Both sexes,Number,29785.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,60 years and over,Male,Number,18438.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,60 years and over,Female,Number,11347.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,All ages,Both sexes,Number,473630.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,All ages,Male,Number,261188.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W07,All ages,Female,Number,212442.0,2021W07-1,2021-02-15
Persons in receipt of the Pandemic Unemployment Payment,2021W08,Under 20 years,Both sexes,Number,26206.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,Under 20 years,Male,Number,12171.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,Under 20 years,Female,Number,14035.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,20 - 24 years,Both sexes,Number,85040.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,20 - 24 years,Male,Number,43286.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,20 - 24 years,Female,Number,41754.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,25 - 34 years,Both sexes,Number,103758.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,25 - 34 years,Male,Number,57402.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,25 - 34 years,Female,Number,46356.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,35 - 44 years,Both sexes,Number,107131.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,35 - 44 years,Male,Number,59372.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,35 - 44 years,Female,Number,47759.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,45 - 54 years,Both sexes,Number,83913.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,45 - 54 years,Male,Number,47744.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,45 - 54 years,Female,Number,36169.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,55 - 59 years,Both sexes,Number,33367.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,55 - 59 years,Male,Number,19595.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,55 - 59 years,Female,Number,13772.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,60 years and over,Both sexes,Number,29476.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,60 years and over,Male,Number,18204.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,60 years and over,Female,Number,11272.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,All ages,Both sexes,Number,468891.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,All ages,Male,Number,257774.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W08,All ages,Female,Number,211117.0,2021W08-1,2021-02-22
Persons in receipt of the Pandemic Unemployment Payment,2021W09,Under 20 years,Both sexes,Number,24726.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,Under 20 years,Male,Number,11411.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,Under 20 years,Female,Number,13315.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,20 - 24 years,Both sexes,Number,85224.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,20 - 24 years,Male,Number,43247.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,20 - 24 years,Female,Number,41977.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,25 - 34 years,Both sexes,Number,102772.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,25 - 34 years,Male,Number,56776.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,25 - 34 years,Female,Number,45996.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,35 - 44 years,Both sexes,Number,106343.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,35 - 44 years,Male,Number,58756.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,35 - 44 years,Female,Number,47587.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,45 - 54 years,Both sexes,Number,83189.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,45 - 54 years,Male,Number,47220.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,45 - 54 years,Female,Number,35969.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,55 - 59 years,Both sexes,Number,33155.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,55 - 59 years,Male,Number,19429.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,55 - 59 years,Female,Number,13726.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,60 years and over,Both sexes,Number,29549.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,60 years and over,Male,Number,18161.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,60 years and over,Female,Number,11388.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,All ages,Both sexes,Number,464958.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,All ages,Male,Number,255000.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W09,All ages,Female,Number,209958.0,2021W09-1,2021-03-01
Persons in receipt of the Pandemic Unemployment Payment,2021W10,Under 20 years,Both sexes,Number,24626.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,Under 20 years,Male,Number,11349.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,Under 20 years,Female,Number,13277.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,20 - 24 years,Both sexes,Number,84189.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,20 - 24 years,Male,Number,42756.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,20 - 24 years,Female,Number,41433.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,25 - 34 years,Both sexes,Number,100922.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,25 - 34 years,Male,Number,55680.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,25 - 34 years,Female,Number,45242.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,35 - 44 years,Both sexes,Number,104196.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,35 - 44 years,Male,Number,57519.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,35 - 44 years,Female,Number,46677.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,45 - 54 years,Both sexes,Number,81442.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,45 - 54 years,Male,Number,46189.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,45 - 54 years,Female,Number,35253.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,55 - 59 years,Both sexes,Number,32453.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,55 - 59 years,Male,Number,18961.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,55 - 59 years,Female,Number,13492.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,60 years and over,Both sexes,Number,28750.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,60 years and over,Male,Number,17570.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,60 years and over,Female,Number,11180.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,All ages,Both sexes,Number,456578.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,All ages,Male,Number,250024.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W10,All ages,Female,Number,206554.0,2021W10-1,2021-03-08
Persons in receipt of the Pandemic Unemployment Payment,2021W11,Under 20 years,Both sexes,Number,24470.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,Under 20 years,Male,Number,11251.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,Under 20 years,Female,Number,13219.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,20 - 24 years,Both sexes,Number,83324.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,20 - 24 years,Male,Number,42279.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,20 - 24 years,Female,Number,41045.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,25 - 34 years,Both sexes,Number,99271.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,25 - 34 years,Male,Number,54667.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,25 - 34 years,Female,Number,44604.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,35 - 44 years,Both sexes,Number,102401.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,35 - 44 years,Male,Number,56379.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,35 - 44 years,Female,Number,46022.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,45 - 54 years,Both sexes,Number,79915.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,45 - 54 years,Male,Number,45295.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,45 - 54 years,Female,Number,34620.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,55 - 59 years,Both sexes,Number,31907.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,55 - 59 years,Male,Number,18645.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,55 - 59 years,Female,Number,13262.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,60 years and over,Both sexes,Number,28233.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,60 years and over,Male,Number,17226.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,60 years and over,Female,Number,11007.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,All ages,Both sexes,Number,449521.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,All ages,Male,Number,245742.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W11,All ages,Female,Number,203779.0,2021W11-1,2021-03-15
Persons in receipt of the Pandemic Unemployment Payment,2021W12,Under 20 years,Both sexes,Number,24472.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,Under 20 years,Male,Number,11243.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,Under 20 years,Female,Number,13229.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,20 - 24 years,Both sexes,Number,82393.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,20 - 24 years,Male,Number,41775.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,20 - 24 years,Female,Number,40618.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,25 - 34 years,Both sexes,Number,97872.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,25 - 34 years,Male,Number,53849.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,25 - 34 years,Female,Number,44023.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,35 - 44 years,Both sexes,Number,100630.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,35 - 44 years,Male,Number,55445.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,35 - 44 years,Female,Number,45185.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,45 - 54 years,Both sexes,Number,78600.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,45 - 54 years,Male,Number,44496.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,45 - 54 years,Female,Number,34104.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,55 - 59 years,Both sexes,Number,31439.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,55 - 59 years,Male,Number,18327.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,55 - 59 years,Female,Number,13112.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,60 years and over,Both sexes,Number,27841.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,60 years and over,Male,Number,16970.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,60 years and over,Female,Number,10871.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,All ages,Both sexes,Number,443247.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,All ages,Male,Number,242105.0,2021W12-1,2021-03-22
Persons in receipt of the Pandemic Unemployment Payment,2021W12,All ages,Female,Number,201142.0,2021W12-1,2021-03-22
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,Under 20 years,Both sexes,Number,207.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,Under 20 years,Male,Number,86.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,Under 20 years,Female,Number,121.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,20 - 24 years,Both sexes,Number,1260.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,20 - 24 years,Male,Number,615.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,20 - 24 years,Female,Number,645.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,25 - 34 years,Both sexes,Number,2290.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,25 - 34 years,Male,Number,1218.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,25 - 34 years,Female,Number,1072.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,35 - 44 years,Both sexes,Number,1847.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,35 - 44 years,Male,Number,974.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,35 - 44 years,Female,Number,873.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,45 - 54 years,Both sexes,Number,1315.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,45 - 54 years,Male,Number,641.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,45 - 54 years,Female,Number,674.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,55 - 59 years,Both sexes,Number,418.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,55 - 59 years,Male,Number,213.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,55 - 59 years,Female,Number,205.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,60 years and over,Both sexes,Number,585.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,60 years and over,Male,Number,320.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,60 years and over,Female,Number,265.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,All ages,Both sexes,Number,7933.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,All ages,Male,Number,4070.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W12,All ages,Female,Number,3855.0,2020W12-1,2020-03-23
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,Under 20 years,Both sexes,Number,1437.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,Under 20 years,Male,Number,716.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,Under 20 years,Female,Number,721.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,20 - 24 years,Both sexes,Number,7188.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,20 - 24 years,Male,Number,3485.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,20 - 24 years,Female,Number,3703.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,25 - 34 years,Both sexes,Number,13034.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,25 - 34 years,Male,Number,6750.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,25 - 34 years,Female,Number,6284.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,35 - 44 years,Both sexes,Number,12961.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,35 - 44 years,Male,Number,7060.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,35 - 44 years,Female,Number,5901.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,45 - 54 years,Both sexes,Number,9650.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,45 - 54 years,Male,Number,5321.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,45 - 54 years,Female,Number,4329.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,55 - 59 years,Both sexes,Number,3248.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,55 - 59 years,Male,Number,1728.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,55 - 59 years,Female,Number,1520.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,60 years and over,Both sexes,Number,3875.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,60 years and over,Male,Number,2209.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,60 years and over,Female,Number,1666.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,All ages,Both sexes,Number,51452.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,All ages,Male,Number,27286.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W13,All ages,Female,Number,24125.0,2020W13-1,2020-03-30
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,Under 20 years,Both sexes,Number,3900.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,Under 20 years,Male,Number,2162.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,Under 20 years,Female,Number,1738.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,20 - 24 years,Both sexes,Number,16430.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,20 - 24 years,Male,Number,8992.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,20 - 24 years,Female,Number,7438.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,25 - 34 years,Both sexes,Number,33384.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,25 - 34 years,Male,Number,19839.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,25 - 34 years,Female,Number,13545.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,35 - 44 years,Both sexes,Number,40666.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,35 - 44 years,Male,Number,25488.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,35 - 44 years,Female,Number,15178.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,45 - 54 years,Both sexes,Number,32379.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,45 - 54 years,Male,Number,19864.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,45 - 54 years,Female,Number,12515.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,55 - 59 years,Both sexes,Number,10918.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,55 - 59 years,Male,Number,6437.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,55 - 59 years,Female,Number,4481.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,60 years and over,Both sexes,Number,12686.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,60 years and over,Male,Number,7638.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,60 years and over,Female,Number,5048.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,All ages,Both sexes,Number,150499.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,All ages,Male,Number,90465.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W14,All ages,Female,Number,59948.0,2020W14-1,2020-04-06
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,Under 20 years,Both sexes,Number,4683.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,Under 20 years,Male,Number,2578.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,Under 20 years,Female,Number,2105.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,20 - 24 years,Both sexes,Number,20720.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,20 - 24 years,Male,Number,11852.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,20 - 24 years,Female,Number,8868.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,25 - 34 years,Both sexes,Number,44635.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,25 - 34 years,Male,Number,28377.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,25 - 34 years,Female,Number,16258.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,35 - 44 years,Both sexes,Number,58074.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,35 - 44 years,Male,Number,38444.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,35 - 44 years,Female,Number,19630.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,45 - 54 years,Both sexes,Number,46307.0,2020W15-1,2020-04-13
Persons in receipt of the Temporary Wage Subsidy Scheme,2020W15,45 - 54 years,Male,Number,30086.0,2020W15-1,2020-04-13
